name,sport,age_min,age_max,start_date,end_date,address,city,state,zip,description,price_text,day_or_overnight,skill_level,spots_status,contact_email,contact_phone,website_url,lunch_included,aftercare_available
"Tom Taylor YMCA Summer Day Camp - Week 9 Wizards and Warlocks",general,5,12,2026-08-17,2026-08-21,10550 Harbor Hill Drive,Gig Harbor,WA,98332,"Fantasy-themed Week 9 at Tom Taylor Family YMCA, Gig Harbor. Imagination-driven games, crafts, and group activities for ages 5 to 12 in age-based camp groups. Includes swimming once a week and a daily Specialty Camp for ages 7 and up. Day 8:45 am to 4 pm with optional extended care 7 to 8:30 am and 4:30 to 6 pm.","$247 members, $352 community members",day,all,open,,(253) 853-9622,https://www.ymcapkc.org/camps/summer-day-camp/tom-taylor-family-ymca,FALSE,TRUE
"Federal Way K-8 Summer Camp - Camp-tastic Kickoff",general,5,14,2026-06-22,2026-06-26,876 S 333rd St,Federal Way,WA,98003,"Federal Way Community Center day camp for grades K through 8. Week 1 opens the summer with a field trip to Town Square Park in Federal Way. Daily activities include swimming and rock climbing at the community center, group games, and outdoor play. Camp follows the Federal Way Public Schools calendar. First-come, first-served registration.",Contact for pricing,day,all,open,Kim.Ledyard@FederalWayWA.gov,,https://itallhappenshere.org/programs/camps/,FALSE,FALSE
"Federal Way K-8 Summer Camp - Pirate Palooza",general,5,14,2026-07-06,2026-07-10,876 S 333rd St,Federal Way,WA,98003,"Pirate-themed week of K-8 Summer Camp at Federal Way Community Center. Week 3 includes a field trip to Les Gove Park in Auburn. Campers swim, climb, and join group games and crafts at the community center. First-come, first-served registration through Federal Way Parks & Recreation.",Contact for pricing,day,all,open,Kim.Ledyard@FederalWayWA.gov,,https://itallhappenshere.org/programs/camps/,FALSE,FALSE
"Federal Way K-8 Summer Camp - Game On!",general,5,14,2026-07-20,2026-07-24,876 S 333rd St,Federal Way,WA,98003,"Sports and games-themed Week 5 of Federal Way Community Center K-8 Summer Camp. Field trip to West Fenwick Park in Kent during the week. Campers also swim and rock climb at the community center, with group games, crafts, and outdoor play. First-come, first-served.",Contact for pricing,day,all,open,Kim.Ledyard@FederalWayWA.gov,,https://itallhappenshere.org/programs/camps/,FALSE,FALSE
"Federal Way K-8 Summer Camp - Camp Hollywood",general,5,14,2026-08-17,2026-08-21,876 S 333rd St,Federal Way,WA,98003,"Movie and entertainment-themed Week 9 of K-8 Summer Camp at Federal Way Community Center. Field trip to Paradise Lanes in Tacoma. Campers swim and rock climb at the community center, plus group games, crafts, and outdoor activities. First-come, first-served registration.",Contact for pricing,day,all,open,Kim.Ledyard@FederalWayWA.gov,,https://itallhappenshere.org/programs/camps/,FALSE,FALSE
"Federal Way Fireflies Preschool Camp - Pirate Adventure",general,3,5,2026-07-06,2026-07-10,876 S 333rd St,Federal Way,WA,98003,"Preschool day camp at Federal Way Community Center for ages 3 to 5. Pirate-themed Week 3 includes simple themed crafts, group play, story time, and active games on a consistent Monday through Friday schedule. Designed to support friendship and independence in a young camp setting.",Contact for pricing,day,beginner,open,Kim.Ledyard@FederalWayWA.gov,,https://itallhappenshere.org/programs/camps/,FALSE,FALSE
"Federal Way Fireflies Preschool Camp - Lights, Camera, Camp",general,3,5,2026-08-17,2026-08-21,876 S 333rd St,Federal Way,WA,98003,"Federal Way Community Center preschool camp for ages 3 to 5. Final week of Fireflies camp features movie-themed crafts, group play, and active games Monday through Friday in a consistent preschool environment.",Contact for pricing,day,beginner,open,Kim.Ledyard@FederalWayWA.gov,,https://itallhappenshere.org/programs/camps/,FALSE,FALSE
"Federal Way DCIT Leaders-in-Training - Leadership Launchpad",academic,13,15,2026-07-06,2026-07-10,876 S 333rd St,Federal Way,WA,98003,"Day Camp Leaders-in-Training program for teens ages 13 to 15 at Federal Way Community Center. Week 1 focuses on leadership skills with a field trip to Les Gove Park in Auburn. DCITs spend the week training and supporting day camp leaders in the K-8 Summer Camp, building leadership and problem-solving skills.",Contact for pricing,day,beginner,open,Kim.Ledyard@FederalWayWA.gov,,https://itallhappenshere.org/programs/camps/,FALSE,FALSE
"Federal Way DCIT Leaders-in-Training - Activity Masters",academic,13,15,2026-08-10,2026-08-14,876 S 333rd St,Federal Way,WA,98003,"Final week of Federal Way DCIT (Day Camp Leaders-in-Training) program for teens ages 13 to 15. Field trip to Titlow Park in Tacoma. Teens lead activities and apply leadership skills built earlier in the summer with K-8 day campers.",Contact for pricing,day,intermediate,open,Kim.Ledyard@FederalWayWA.gov,,https://itallhappenshere.org/programs/camps/,FALSE,FALSE
"Federal Way Mini Dance Camp",dance,5,12,2026-07-14,2026-07-17,876 S 333rd St,Federal Way,WA,98003,"Specialty dance camp at Federal Way Community Center for kids who love musicals. Campers sing, dance, and step into the world of their favorite stage shows. Tuesday through Friday session. Specialty Summer Camps are managed separately from the regular K-8 day camp; contact Cassie Swan for questions.",Contact for pricing,day,beginner,open,Cassie.Swan@FederalWayWA.gov,,https://itallhappenshere.org/programs/camps/,FALSE,FALSE
"Federal Way Spongebob Theatre Camp",theater,7,14,2026-07-06,2026-07-18,876 S 333rd St,Federal Way,WA,98003,"Two-week musical theatre camp at Federal Way Community Center based on Spongebob Squarepants. Campers learn songs, choreography, and acting as Bikini Bottom faces an erupting volcano. Specialty Summer Camp run separately from the regular day camp program. Contact Cassie Swan for camp questions.",Contact for pricing,day,beginner,open,Cassie.Swan@FederalWayWA.gov,,https://itallhappenshere.org/programs/camps/,FALSE,FALSE
"Federal Way Ballerina Dream Camp",ballet,4,8,2026-08-03,2026-08-06,876 S 333rd St,Federal Way,WA,98003,"Beginner ballet camp at Federal Way Community Center for young dancers. Campers explore ballet through imagination, creative movement, and beginner-friendly technique over a four-day session. Run by the Specialty Summer Camp program.",Contact for pricing,day,beginner,open,Cassie.Swan@FederalWayWA.gov,,https://itallhappenshere.org/programs/camps/,FALSE,FALSE
"Boys & Girls Club Lakewood Summer Program - Week 1",general,5,12,2026-06-22,2026-06-26,10402 Kline St SW,Lakewood,WA,98499,"Boys & Girls Club Lakewood Branch summer program at the Gary & Carol Milgard Family Hope Center. Monday through Friday 8 am to 5:30 pm with games, creative projects, sports, homework help, nutritious meals and snacks, technology access, STEM activities, and field trips. Reduced and free lunch pricing available; financial aid offered. No child turned away for inability to pay.","$215/week (reduced lunch $115/week, free lunch $65/week) plus $25 registration",day,all,open,lakewoodclub@bgcsps.org,(253) 502-4660,https://www.bgcsps.org/join-a-club/lakewood,TRUE,FALSE
"Boys & Girls Club Lakewood Summer Program - Week 5",general,5,12,2026-07-20,2026-07-24,10402 Kline St SW,Lakewood,WA,98499,"Mid-summer week of Boys & Girls Club Lakewood Branch summer program. Daily 8 am to 5:30 pm with arts, games, sports, STEM exploration, field trips, and homework help. Reduced and free lunch options available. Financial aid available; no child turned away for inability to pay.","$215/week (reduced lunch $115/week, free lunch $65/week) plus $25 registration",day,all,open,lakewoodclub@bgcsps.org,(253) 502-4660,https://www.bgcsps.org/join-a-club/lakewood,TRUE,FALSE
"Boys & Girls Club Al Davies Summer Program - Week 3",general,5,12,2026-07-06,2026-07-10,1620 S 17th St,Tacoma,WA,98405,"Al Davies Branch summer program in Tacoma. Monday through Friday 8 am to 5:30 pm with arts and music, sports, STEM activities, technology access, homework help, and meals and snacks. Reduced and free lunch available. Financial aid offered; no child turned away for inability to pay.","$215/week (reduced lunch $115/week, free lunch $65/week) plus $25 registration",day,all,open,,(253) 502-4631,https://www.bgcsps.org/join-a-club/al-davies,TRUE,FALSE
"Boys & Girls Club Al Davies Summer Program - Week 8",general,5,12,2026-08-10,2026-08-14,1620 S 17th St,Tacoma,WA,98405,"Late-summer week at Al Davies Branch in Tacoma. Daily 8 am to 5:30 pm program with sports, arts, STEM, music, field trips, and homework support. Reduced and free lunch available. Financial aid offered.","$215/week (reduced lunch $115/week, free lunch $65/week) plus $25 registration",day,all,open,,(253) 502-4631,https://www.bgcsps.org/join-a-club/al-davies,TRUE,FALSE
"Boys & Girls Club D.A. Gonyea Summer Program - Week 2",general,5,12,2026-06-29,2026-07-03,5136 N 26th St,Tacoma,WA,98406,"Boys & Girls Club D.A. Gonyea Branch summer program in north Tacoma. Monday through Friday 8 am to 5:30 pm with sports, arts and music, STEM activities, field trips, technology access, and homework help. Meals and snacks included. Financial aid available; no child turned away for inability to pay.","$215/week (reduced lunch $115/week, free lunch $65/week) plus $25 registration",day,all,open,,,https://www.bgcsps.org/join-a-club/d-a-gonyea,TRUE,FALSE
"Boys & Girls Club Henry T. Schatz Summer Program - Week 4",general,5,12,2026-07-13,2026-07-17,3875 S 66th St,Tacoma,WA,98409,"Henry T. Schatz Branch summer program in south Tacoma. Daily 8 am to 5:30 pm Monday through Friday with sports, arts, STEM, music, technology access, homework help, and meals and snacks. Reduced and free lunch available. Financial aid offered.","$215/week (reduced lunch $115/week, free lunch $65/week) plus $25 registration",day,all,open,,,https://www.bgcsps.org/join-a-club/henry-t-schatz,TRUE,FALSE
"Skyhawks Soccer Full-Day Camp at Vassault Park",soccer,6,12,2026-06-22,2026-06-26,6100 N 37th St,Tacoma,WA,98407,"Skyhawks full-day soccer camp at Vassault Park run through Parks Tacoma. Five-day Monday through Friday session 9 am to 3 pm covering ball control, passing, shooting, defense, and game play. Open to ages 6 to 12. Registration via Parks Tacoma ActiveNet.",$229,day,all,open,info@parkstacoma.gov,(253) 305-1000,https://anc.apm.activecommunities.com/metroparkstacoma/activity/search/detail/28564,FALSE,FALSE
"Skyhawks Mini-Hawk Camp at Norpoint Park",multi-sport,4,7,2026-06-22,2026-06-26,4818 Nassau Ave NE,Tacoma,WA,98422,"Skyhawks Mini-Hawk introductory multi-sport camp through Parks Tacoma at Norpoint Park. Five-day half-day session 9 am to 12 pm introducing baseball, basketball, and soccer to ages 4 to 7 in a noncompetitive setting focused on motor skills, listening, and teamwork.",Contact for pricing,day,beginner,open,info@parkstacoma.gov,(253) 305-1000,https://www.parkstacoma.gov/activities-and-sports/category/camps/sports-camps/,FALSE,FALSE
"Skyhawks Tennis Camp at Jefferson Park",tennis,7,12,2026-06-22,2026-06-26,801 N Mason Ave,Tacoma,WA,98406,"Half-day Skyhawks tennis camp at Jefferson Park run by Parks Tacoma. Monday through Friday 9 am to 12 pm session for ages 7 to 12 covering forehand, backhand, serving, scoring, and match play. Registration through Parks Tacoma ActiveNet.",Contact for pricing,day,all,open,info@parkstacoma.gov,(253) 305-1000,https://www.parkstacoma.gov/activities-and-sports/category/camps/sports-camps/,FALSE,FALSE
"DB Skimboarding Summer Camp - Week 1 Afternoon",skateboarding,6,16,2026-06-22,2026-06-26,5912 N Waterfront Dr,Tacoma,WA,98407,"DB Skimboarding Camp at Point Defiance Marina, run with Parks Tacoma. Five-day Monday through Friday 1 pm to 3:30 pm session in a shallow water pool. Open to ages 6 to 16, beginners and progressing riders. Campers learn to ride, balance, and slide using flatland skimboards. Note: this camp is not eligible for financial aid.",$229,day,all,open,info@parkstacoma.gov,(253) 305-1000,https://anc.apm.activecommunities.com/metroparkstacoma/activity/search/detail/28551,FALSE,FALSE
"DB Skimboarding Summer Camp - Week 3 Morning",skateboarding,6,16,2026-07-06,2026-07-10,5912 N Waterfront Dr,Tacoma,WA,98407,"July session of DB Skimboarding Camp at Point Defiance Marina, run with Parks Tacoma. Monday through Friday 10 am to 12 pm in a shallow water pool. Open to ages 6 to 16. Campers learn to ride, balance, and slide using flatland skimboards in a noncompetitive setting. Not eligible for financial aid.",$229,day,all,open,info@parkstacoma.gov,(253) 305-1000,https://www.parkstacoma.gov/activities-and-sports/category/camps/sports-camps/,FALSE,FALSE
"Baseball Camp Full Day at Heidelberg Sports Complex",baseball,6,12,2026-06-29,2026-07-03,1902 S Tyler St,Tacoma,WA,98405,"Full-day baseball camp at Heidelberg Sports Complex through Parks Tacoma. Monday through Friday 9 am to 4 pm for ages 6 to 12 with drills, fielding, hitting, base running, and game play.",Contact for pricing,day,all,open,info@parkstacoma.gov,(253) 305-1000,https://www.parkstacoma.gov/activities-and-sports/category/camps/sports-camps/,FALSE,FALSE
"Skyhawks Basketball Half-Day Camp at Kandle Park",basketball,4,7,2026-06-29,2026-07-01,2323 N Shirley St,Tacoma,WA,98407,"Skyhawks half-day Mini-Hawk style basketball camp at Kandle Park run by Parks Tacoma. Tuesday through Wednesday short-week session (3 days) 9 am to 12 pm for ages 4 to 7 introducing dribbling, passing, shooting, and team play in a noncompetitive setting.",Contact for pricing,day,beginner,open,info@parkstacoma.gov,(253) 305-1000,https://www.parkstacoma.gov/activities-and-sports/category/camps/sports-camps/,FALSE,FALSE
"Skyhawks Soccer Full-Day Camp at Norpoint Park",soccer,6,12,2026-06-29,2026-07-01,4818 Nassau Ave NE,Tacoma,WA,98422,"Three-day Skyhawks full-day soccer camp at Norpoint Park run by Parks Tacoma. Monday through Wednesday 9 am to 3 pm for ages 6 to 12 covering passing, shooting, dribbling, defense, and small-sided games. Registration via Parks Tacoma ActiveNet.",Contact for pricing,day,all,open,info@parkstacoma.gov,(253) 305-1000,https://www.parkstacoma.gov/activities-and-sports/category/camps/sports-camps/,FALSE,FALSE
"Soccer Camp Full Day at SERA Sports Complex",soccer,6,12,2026-06-22,2026-06-26,6002 S Adams St,Tacoma,WA,98409,"Full-day soccer camp at SERA Sports Complex run through Parks Tacoma. Monday through Friday 9 am to 4 pm for ages 6 to 12 covering technical skills, small-sided games, and full-field scrimmages.",Contact for pricing,day,all,open,info@parkstacoma.gov,(253) 305-1000,https://www.parkstacoma.gov/activities-and-sports/category/camps/sports-camps/,FALSE,FALSE
"Little All Stars Camp at Norpoint Park - Week 1",multi-sport,4,6,2026-06-22,2026-06-26,4818 Nassau Ave NE,Tacoma,WA,98422,"Half-day introductory multi-sport camp at Norpoint Park through Parks Tacoma. Monday through Friday 9 am to 12 pm for ages 4 to 6. Campers try basic sports skills, group games, and movement activities in a beginner-friendly setting.",Contact for pricing,day,beginner,open,info@parkstacoma.gov,(253) 305-1000,https://www.parkstacoma.gov/activities-and-sports/category/camps/sports-camps/,FALSE,FALSE
"Point Defiance Zoo Tiny Turtles Camp - Late June",outdoor,4,5,2026-06-25,2026-06-26,5400 N Pearl St,Tacoma,WA,98407,"Two-day preschool zoo camp at Point Defiance Zoo & Aquarium for ages 4 and 5. Campers learn about wildlife through stories, play, and animal encounters. Thursday and Friday session 9:15 am to 3 pm.","$175 members, $195 non-members",day,beginner,full,,(253) 404-3800,https://www.pdza.org/summer-camps/,FALSE,FALSE
"Point Defiance Zoo Tiny Turtles Camp - Mid July",outdoor,4,5,2026-07-16,2026-07-17,5400 N Pearl St,Tacoma,WA,98407,"Two-day preschool zoo camp at Point Defiance Zoo & Aquarium for ages 4 and 5. Stories, play, and discovery alongside meet-and-greets with animals from around the world. Thursday and Friday 9:15 am to 3 pm.","$175 members, $195 non-members",day,beginner,full,,(253) 404-3800,https://www.pdza.org/summer-camps/,FALSE,FALSE
"Point Defiance Zoo Little Lemurs Camp - Late June",outdoor,5,7,2026-06-22,2026-06-24,5400 N Pearl St,Tacoma,WA,98407,"Three-day Zoo camp at Point Defiance for kindergarten graduates. Campers explore animals around the Zoo using sight, hearing, and touch, learning what each species needs to thrive. Monday through Wednesday 9:15 am to 3 pm.","$260 members, $285 non-members",day,beginner,full,,(253) 404-3800,https://www.pdza.org/summer-camps/,FALSE,FALSE
"Point Defiance Zoo Animal Investigators Camp - July",outdoor,7,9,2026-07-13,2026-07-17,5400 N Pearl St,Tacoma,WA,98407,"Five-day Zoo camp at Point Defiance for 1st and 2nd grade graduates. Campers examine skulls, study beaks, compare adaptations of marine and land animals, and have close encounters with Zoo animals to see how care teams support them. Monday through Friday 9 am to 3:15 pm.","$450 members, $495 non-members",day,beginner,full,,(253) 404-3800,https://www.pdza.org/summer-camps/,FALSE,FALSE
"Point Defiance Zoo Budding Biologists Camp - August",outdoor,7,9,2026-08-03,2026-08-07,5400 N Pearl St,Tacoma,WA,98407,"Five-day Zoo camp at Point Defiance for 1st and 2nd grade graduates. Campers learn how biologists study living things and try the tools scientists use in the lab and field, while seeing how Zoo staff care for the animals. Monday through Friday 9 am to 3:15 pm.","$450 members, $495 non-members",day,intermediate,full,,(253) 404-3800,https://www.pdza.org/summer-camps/,FALSE,FALSE
"Point Defiance Zoo Wild Explorers Camp - July",outdoor,9,11,2026-07-20,2026-07-24,5400 N Pearl St,Tacoma,WA,98407,"Five-day Zoo camp at Point Defiance for 3rd and 4th grade graduates. Campers tour the Zoo, Aquariums, and surrounding natural areas to study how animals adapt to terrestrial and marine environments and meet animals up close. Monday through Friday 8:45 am to 3:30 pm.","$485 members, $530 non-members",day,intermediate,full,,(253) 404-3800,https://www.pdza.org/summer-camps/,FALSE,FALSE
"Point Defiance Zoo Science Explorers Camp - July",outdoor,11,13,2026-07-21,2026-07-24,5400 N Pearl St,Tacoma,WA,98407,"Four-day Zoo camp at Point Defiance for 5th to 7th grade graduates. Campers explore animal adaptations, tour Zoo and aquarium habitats, and learn how care teams and veterinarians work, with some classroom learning. Tuesday through Friday 8:45 am to 3:45 pm.","$415 members, $455 non-members",day,intermediate,full,,(253) 404-3800,https://www.pdza.org/summer-camps/,FALSE,FALSE
"Point Defiance Zoo Eco Explorers Camp - July",outdoor,13,17,2026-07-07,2026-07-10,5400 N Pearl St,Tacoma,WA,98407,"Four-day Zoo camp at Point Defiance for 8th to 11th grade graduates. Teen campers study animal adaptations, tour Zoo and aquarium habitats, and learn how Zoo staff care for animals. Some classroom learning included. Tuesday through Friday 8:45 am to 3:45 pm.","$415 members, $455 non-members",day,intermediate,full,,(253) 404-3800,https://www.pdza.org/summer-camps/,FALSE,FALSE
"Greentrike Summer Camp Full Day - July 6 Week",arts,3,7,2026-07-06,2026-07-09,1501 Pacific Ave,Tacoma,WA,98402,"Greentrike summer camp at the Children's Museum of Tacoma. Monday through Thursday full-day session for ages 3 to 7. Each week features a fusion of art, science, engineering, storytelling, and adventure facilitated by two Greentrike educators. Children must be toilet independent. No nap provided. 9 am to 3 pm.","$375/week non-member, 10% off for members",day,beginner,open,camp@greentrike.org,,https://greentrike.org/camp/,FALSE,FALSE
"Greentrike Summer Camp Half Day - July 6 Week",arts,3,7,2026-07-06,2026-07-09,1501 Pacific Ave,Tacoma,WA,98402,"Greentrike half-day summer camp at the Children's Museum of Tacoma. Monday through Thursday 9 am to 12 pm for ages 3 to 7. Camp blends art, science, engineering, storytelling, and play, run by two Greentrike educators in a small group. Children must be toilet independent.","$225/week non-member, 10% off for members",day,beginner,open,camp@greentrike.org,,https://greentrike.org/camp/,FALSE,FALSE
"Greentrike Summer Camp Full Day - July 20 Week",arts,3,7,2026-07-20,2026-07-23,1501 Pacific Ave,Tacoma,WA,98402,"Greentrike summer camp at the Children's Museum of Tacoma, full-day option. Monday through Thursday 9 am to 3 pm for ages 3 to 7. Each themed week mixes art, science, engineering, storytelling, and outdoor play, led by two educators in a small camp group. Children must be toilet independent.","$375/week non-member, 10% off for members",day,beginner,open,camp@greentrike.org,,https://greentrike.org/camp/,FALSE,FALSE
"Greentrike Summer Camp Full Day - August 3 Week",arts,3,7,2026-08-03,2026-08-06,1501 Pacific Ave,Tacoma,WA,98402,"Greentrike summer camp at the Children's Museum of Tacoma. Full-day Monday through Thursday session for ages 3 to 7. Themed art, science, engineering, storytelling, and play activities led by two Greentrike educators. Children must be toilet independent.","$375/week non-member, 10% off for members",day,beginner,open,camp@greentrike.org,,https://greentrike.org/camp/,FALSE,FALSE
"Greentrike Summer Camp Half Day - August 17 Week",arts,3,7,2026-08-17,2026-08-20,1501 Pacific Ave,Tacoma,WA,98402,"Greentrike half-day summer camp at the Children's Museum of Tacoma. Monday through Thursday 9 am to 12 pm for ages 3 to 7. A weekly theme blends art, science, engineering, and storytelling, facilitated by two educators. Children must be toilet independent.","$225/week non-member, 10% off for members",day,beginner,open,camp@greentrike.org,,https://greentrike.org/camp/,FALSE,FALSE
